"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"C4121","Q6_16_Select_community_Olive_oil","counts","1","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Olive_oil","percentage","8.33","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"C3938","Q6_16_Select_community_Olive_oil","counts","1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C3938","Q6_16_Select_community_Olive_oil","percentage","1.92","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C3941","Q6_16_Select_community_Olive_oil","counts","1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C3941","Q6_16_Select_community_Olive_oil","percentage","1.92","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C3946","Q6_16_Select_community_Olive_oil","counts","1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C3946","Q6_16_Select_community_Olive_oil","percentage","1.92","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Olive_oil","counts","39","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Olive_oil","percentage","75","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Olive_oil","counts","9","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Olive_oil","percentage","17.31","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C4299","Q6_16_Select_community_Olive_oil","counts","1","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C4299","Q6_16_Select_community_Olive_oil","percentage","1.92","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"C1366","Q6_16_Select_community_Olive_oil","counts","1","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C1366","Q6_16_Select_community_Olive_oil","percentage","3.57","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C1381","Q6_16_Select_community_Olive_oil","counts","1","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C1381","Q6_16_Select_community_Olive_oil","percentage","3.57","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C3868","Q6_16_Select_community_Olive_oil","counts","1","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C3868","Q6_16_Select_community_Olive_oil","percentage","3.57","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Olive_oil","counts","19","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Olive_oil","percentage","67.86","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Olive_oil","counts","1","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Olive_oil","percentage","3.57","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Olive_oil","counts","5","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Olive_oil","percentage","17.86","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Olive_oil","counts","3","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Olive_oil","percentage","6.38","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Olive_oil","counts","44","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Olive_oil","percentage","93.62","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Olive_oil","counts","3","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Olive_oil","percentage","11.11","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Olive_oil","counts","23","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Olive_oil","percentage","85.19","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"C4278","Q6_16_Select_community_Olive_oil","counts","1","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"C4278","Q6_16_Select_community_Olive_oil","percentage","3.7","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Vegetable_oil_in_1kg_Vegetable_oil","counts","76","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Vegetable_oil_in_1kg_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Vegetable_oil_in_1kg_Vegetable_oil","counts","78","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Vegetable_oil_in_1kg_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Vegetable_oil_in_1kg_Vegetable_oil","counts","33","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Vegetable_oil_in_1kg_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Vegetable_oil_in_1kg_Vegetable_oil","counts","54","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Vegetable_oil_in_1kg_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Vegetable_oil_in_1kg_Vegetable_oil","counts","34","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Vegetable_oil_in_1kg_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","counts","76","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","counts","5","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","percentage","6.41","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","counts","73","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","percentage","93.59","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","counts","33","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","counts","54","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","counts","1","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","percentage","2.94","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","counts","33","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Vegetable_oil","percentage","97.06","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Vegetable_oil","","10","Core Questions - repeate for each item","C3871","RQ1","Median"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Vegetable_oil","","10","Core Questions - repeate for each item","C3947","RQ1","Median"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Vegetable_oil","","10","Core Questions - repeate for each item","C4121","RQ1","Median"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Vegetable_oil","","10","Core Questions - repeate for each item","C4126","RQ1","Median"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Vegetable_oil","","6","Core Questions - repeate for each item","C4140","RQ1","Median"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Vegetable_oil","counts","76","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C3871","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Vegetable_oil","counts","78","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C3947","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Vegetable_oil","counts","33","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C4121","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Vegetable_oil","counts","54","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C4126","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Vegetable_oil","counts","34","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Vegetable_oil","percentage","100","Core Questions - repeate for each item","C4140","RQ1","count and percentage"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Vegetable_oil","","21","Core Questions - repeate for each item","C3871","RQ1","Median"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Vegetable_oil","","40","Core Questions - repeate for each item","C3947","RQ1","Median"
